Nome,Descrizione,Scadenza,Disponibile Da...A,Pezzi per cartone,Formati,codice EAN,"VALORI NUTRIZIONALI MEDI 
per 100 g di prodotto:",umidità,allergeni,MARCHI,Categoria
Ceci Neri,"I nostri Ceci Neri sono tutti coltivati nella nostra azienda in Appennino e lavorati direttamente da noi.I Ceci Neri sono un legume pregiato dal sapore più deciso rispetto
ai ceci tradizionali. Con la loro polpa soda e la buccia scura, si prestano perfettamente a piatti ricchi di sapore e piatti dal carattere forte. Il loro gusto intenso e la 
consistenza cremosa li rendono ideali anche per preparazioni che richiedono un legume che resista durante la cottura.Ricchi di antiossidanti, minerali e proteine.",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310474,"Energia 1323 KJ-316Kcal -
Grassi 6,3g di cui acidi 
grassi saturi 0,5g -
Carboidrati 46,9 g di cui
zuccheri 3,7 g - Fibre 13g
-Proteine 20,9 g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,"legumi e
farina di legumi"
Lenticchie Piccole Variegate,"Le nostre Lenticchie Piccole Variegate sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi.Le Lenticchie Piccole Variegate sono un
 vero arcobaleno di sapori. Con il loro insieme di sfumature, queste lenticchie offrono un'esperienza visiva e gustativa unica.La loro consistenza morbida e il sapore 
delicato le rendono ideali per piatti dal carattere deciso.  Oltre al loro sapore inconfondibile, queste lenticchie sono un concentrato di nutrienti. Vengono coltivate in tutta 
la fascia Appenninica Italiana. Ricche di proteine vegetali, fibre, minerali e vitamine, sono una scelta eccellente per chi cerca di arricchire la propria alimentazione con
 legumi sani e facilmente digeribili.Aggiungi un tocco di colore e sapore alla tua cucina con le nostre Lenticchie Piccole Variegate!",da 12 a 18 mesi,,12,"400/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310603,"Energia 1490 KJ-352Kcal -
Grassi 1,9 g di cui acidi 
grassi saturi 0,5 g -
Carboidrati 55,3 g di cui
zuccheri 2,5 g - Fibre 7,3 g
-Proteine 29 g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo","legumi e
farina di legumi"
Lenticchie Rosse Decorticate,"Le nostre Lenticchie Rosse Decorticate sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi. Queste vengono decorticate a pietra
 e sono un legume dalla consistenza particolarmente morbida, che si trasforma facilmente in piatti vellutati e cremosi. Con il loro colore vibrante e il sapore delicato,
 sono perfette per zuppe e purè. La loro rapida cottura le rende ideali per chi ha poco tempo ma non vuole rinunciare alla qualità e al gusto.Le lenticchie rosse, 
ricche di ferro, proteine e fibre, sono un ingrediente nutriente e altamente digeribile. Si prestano a una vasta gamma di preparazioni.",da 12 a 18 mesi,,12,"400/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310634,"Energia 1219 KJ-291Kcal -
Grassi 1g di cui acidi 
grassi saturi 0,1 g -
Carboidrati 51,5 g di cui
zuccheri 1,8 g - Fibre 13,8 g
-Proteine 22,7 g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo

Decorticato a Pietra","legumi e
farina di legumi"
Lenticchie Gialle Decorticate,"Le nostre Lenticchie Gialle Decorticate sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi. Queste sono un legume che incarna 
la semplicità, ma con un gusto che non passa inosservato. Decorticate rigorosamente a pietra, queste lenticchie mantengono il loro cuore morbido e delicato, perfette
 per essere cucinate velocemente. La loro rapida cottura le rende ideali per chi cerca un piatto nutriente ma che non richieda troppo tempo.",da 12 a 18 mesi,,12,"400/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310627,"Energia 1219 KJ-291Kcal -
Grassi 1g di cui acidi 
grassi saturi 0,1 g -
Carboidrati 51,5 g di cui
zuccheri 1,8 g - Fibre 13,8 g
-Proteine 22,7 g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo

Decorticato a Pietra","legumi e
farina di legumi"
Farina di Lenticchie Rosse,"La Farina di Lenticchie Rosse viene macinata direttamente da noi nel nostro mulino con macina a pietra. In questo modo preserviamo tutte le
 proprietà nutrizionali dei legumi. Ricca di proteine, fibre e minerali essenziali, è l'ingrediente ideale per chi cerca un'alimentazione sana. 
Perfetta per preparare pasta fatta in casa, vellutate, impasti per pane e crespelle",da 10 a 12 mesi,,12,400g/25Kg,,"Energia 1219 KJ-291Kcal -
Grassi 1g di cui acidi 
grassi saturi 0,1g -
Carboidrati 51,1g di cui
zuccheri 1,8g - Fibre 13,8g
-Proteine 22,7g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra","legumi e
farina di legumi"
Farina di Lenticchie Gialle,"La Farina di Lenticchie Gialle viene macinata direttamente da noi nel nostro mulino con macina a pietra. In questo modo preserviamo
 tutte le proprietà nutrizionali dei legumi. Ricca di proteine, fibre e minerali essenziali, è l'ingrediente ideale per chi cerca un'alimentazione sana. 
Perfetta per preparare pasta fatta in casa, vellutate, impasti per pane e crespelle.",da 10 a 12 mesi,,12,400g/25Kg,,"Energia 1219 KJ-291Kcal -
Grassi 1g di cui acidi 
grassi saturi 0,1g -
Carboidrati 51,1g di cui
zuccheri 1,8g - Fibre 13,8g
-Proteine 22,7g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra","legumi e
farina di legumi"
Cicerchie,"Le nostre Cicerchie sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi. Le Cicerchie sono legumi antichi dal sapore
 delicato e dalla consistenza soda. Un legume che rimanda alla tradizione e alla cucina semplice. La loro consistenza compatta e il sapore naturale l
 rendono ideali anche per piatti speziati.Le cicerchie sono un legume ricco di proteine e fibre.Riscopri il sapore autentico delle Cicerchie, per un piatto che sa d
i passato e di natura.",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310641,"Energia 1315KJ-314Kcal -
Grassi 1,6g di cui acidi 
grassi saturi 0g -
Carboidrati 48,4 g di cui
zuccheri 10,7 g - Fibre 7,0g
-Proteine 29 g -Sale 0,0g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,"legumi e
farina di legumi"
Fave,"Le nostre Fave sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi. Le Fave sono un legume dalle origini antiche,
 ricco di sapore e storia. La loro consistenza morbida e cremosa, una volta cotte, le rende perfette per preparazioni che richiedono un legume che si
 amalgami bene con altri ingredienti senza perdere la propria forma.Oltre al sapore corposo e il carattere deciso, le fave sono un alimento ricco di proteine,
 fibre e minerali. Sono un vero e proprio ritorno alle origini, un legume che celebra la tradizione contadina, ma che si adatta perfettamente alla cucina moderna,
 portando con sé tutta la ricchezza del passato e il gusto della natura.Porta in tavola la tradizione con le nostre Fave, per un gusto che racconta la terra!",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310658,"Energia 1515 KJ-362Kcal -
Grassi 3,2g di cui acidi 
grassi saturi 0g -
Carboidrati 52 g di cui
zuccheri 3,9 g - Fibre 7,8g
-Proteine 25 g -Sale 0,0g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,"legumi e
farina di legumi"
Favetta Sgusciata,"Le nostre Favette Sgusciate  sono tutte coltivate nella nostra azienda in Appennino e lavorate direttamente da noi. Le Favette Sgusciate a pietra sono la 
versione più comoda di questo legume gustoso e ricco di proteine.Sono pronte per essere cucinate in un attimo. La loro consistenza morbida e il sapore dolce e naturale
 le rendono perfette per piatti veloci.Ricche di nutrienti e facili da preparare, le favette sgusciate sono la soluzione ideale per chi cerca il massimo della praticità in 
cucina senza rinunciare alla qualità.",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310665,"Energia 1515 KJ-362Kcal -
Grassi 3,2g di cui acidi 
grassi saturi 0g -
Carboidrati 52 g di cui
zuccheri 3,9 g - Fibre 7,8g
-Proteine 25 g -Sale 0,0g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo","legumi e
farina di legumi"
Piselli Interi,"I nostri Piselli Interi sono tutti coltivati nella nostra azienda in Appennino e lavorati direttamente da noi.I Piselli Interi sono un legume che sprigiona dolcezza 
in ogni chicco. Con il loro gusto delicato e la consistenza croccante, sono perfetti per risotti freschi, minestre leggere o piatti che esaltano il sapore autentico della natura. 
La loro dolcezza naturale li rende anche ideali per piatti con un tocco di freschezza.Ricchi di vitamine e minerali, i piselli interi sono un’ottima fonte di energia naturale.",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310672,"Energia 1195 KJ-286Kcal -
Grassi 2g di cui acidi 
grassi saturi 0g -
Carboidrati 48,2 g di cui
zuccheri 2,9 g - Fibre 15,5g
-Proteine 21,7 g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,"legumi e
farina di legumi"
Piselli Spezzati Decorticati,"I nostri Piselli Spezzati Decorticati sono tutti coltivati nella nostra azienda in Appennino e lavorati direttamente da noi.I Piselli Spezzati Decorticati a pietra sono
 un legume versatile e pronto in poco tempo. La loro consistenza morbida e il sapore delicato li rendono ideali per zuppe o anche come base per salse e 
piatti cremosi. Essendo già decorticati e spezzati sono una soluzione pratica per chi desidera un pasto sano in poco tempo.",da 12 a 18 mesi,,12,"500/kg/
(5Kg e 25Kg su
 ordinazione)",8058301310689,"Energia 1195 KJ-286Kcal -
Grassi 2g di cui acidi 
grassi saturi 0g -
Carboidrati 48,2 g di cui
zuccheri 2,9 g - Fibre 15,5g
-Proteine 21,7 g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo

Decorticato a Pietra","legumi e
farina di legumi"
Farina di Piselli,"La Farina di Piselli viene macinata direttamente da noi nel nostro mulino con macina a pietra. In questo modo preserviamo tutte le proprietà nutrizionali dei legumi. 
Ricca di proteine, fibre e minerali essenziali, è l'ingrediente ideale per chi cerca un'alimentazione sana. Perfetta per preparare pasta fatta in casa, 
vellutate, impasti.",da 10 a 12 mesi,,12,400g/25Kg,8058301310696,"Energia 1195KJ-286Kcal -
Grassi 2g di cui acidi 
grassi saturi 0g -
Carboidrati 48,2g di cui
zuccheri 2,9g - Fibre 15,5g
-Proteine 21,7g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra

Panificabile Superiore","legumi e
farina di legumi"
"Farina antichi Cinquanta Grani 
Fiore","La farina antichi CINQUANTA GRANI è un miscuglio di tantissime varietà di antichi frumenti coltivati dalla nostra azienda in Appennino,
rispettando i ritmi naturali e SENZA l'uso di prodotti chimici.La preziosa granella ottenuta viene macinata a tutto corpo nel nostro mulino con macine in pietra.
Produciamo questa farina in 3 varianti diverse: integrale, semintegrale e fiore (il fiore è la parte più interma, morbida e pregiata del grano).
Questa farina ha una forza medio-alta (W 280-330 e P/L 0,5-0,7), ed è classificata come Panificabile Superiore.La macinatura a pietra è un metodo antichissimo 
che permette di lavorare questo prodotto in maniera lenta e senza surriscaldarlo, producendo una farina di altissimo pregio a granulometria irregolare,
conservando interamente il germe di grano. Questa farina si presenta più nutriente, più saporita e molto più digeribile e al suo interno ha una maggior 
presenza di crusche.Potete usare il CINQUANTA GRANI per tutte le preparazioni che volete: dal pane alla pizza,biscotti o pasta fresca, ecc.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310160,"Energia 1438 KJ-343Kcal -
Grassi 1,0g di cui acidi 
grassi saturi 0,3g -
Carboidrati 70g di cui
zuccheri 1,5 g - Fibre 2,9g
-Proteine 13,5g -Sale 0,005g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra

Panificabile Superiore",Cereali e Farine
"Farina antichi Cinquanta Grani 
Integrale","La farina antichi CINQUANTA GRANI è un miscuglio di tantissime varietà di antichi frumenti coltivati dalla nostra azienda in Appennino,
rispettando i ritmi naturali e SENZA l'uso di prodotti chimici.La preziosa granella ottenuta viene macinata a tutto corpo nel nostro mulino con macine in pietra.
Produciamo questa farina in 3 varianti diverse: integrale, semintegrale e fiore (il fiore è la parte più interma, morbida e pregiata del grano).
Questa farina ha una forza medio-alta (W 280-330 e P/L 0,5-0,7), ed è classificata come Panificabile Superiore.La macinatura a pietra è un metodo antichissimo 
che permette di lavorare questo prodotto in maniera lenta e senza surriscaldarlo, producendo una farina di altissimo pregio a granulometria irregolare,
conservando interamente il germe di grano. Questa farina si presenta più nutriente, più saporita e molto più digeribile e al suo interno ha una maggior 
presenza di crusche.Potete usare il CINQUANTA GRANI per tutte le preparazioni che volete: dal pane alla pizza,biscotti o pasta fresca, ecc.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310146,"Energia 1536 KJ-365Kcal -
Grassi 1,5g di cui acidi 
grassi saturi 0,3g -
Carboidrati 72g di cui
zuccheri 2,2 g - Fibre 6,3g
-Proteine 13,5g -Sale 0,005g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra

Panificabile Superiore",Cereali e Farine
"Farina antichi Cinquanta Grani 
Semintegrale","La farina antichi CINQUANTA GRANI è un miscuglio di tantissime varietà di antichi frumenti coltivati dalla nostra azienda in Appennino,
rispettando i ritmi naturali e SENZA l'uso di prodotti chimici.La preziosa granella ottenuta viene macinata a tutto corpo nel nostro mulino con macine in pietra.
Produciamo questa farina in 3 varianti diverse: integrale, semintegrale e fiore (il fiore è la parte più interma, morbida e pregiata del grano).
Questa farina ha una forza medio-alta (W 280-330 e P/L 0,5-0,7), ed è classificata come Panificabile Superiore.La macinatura a pietra è un metodo antichissimo 
che permette di lavorare questo prodotto in maniera lenta e senza surriscaldarlo, producendo una farina di altissimo pregio a granulometria irregolare,
conservando interamente il germe di grano. Questa farina si presenta più nutriente, più saporita e molto più digeribile e al suo interno ha una maggior 
presenza di crusche.Potete usare il CINQUANTA GRANI per tutte le preparazioni che volete: dal pane alla pizza,biscotti o pasta fresca, ecc.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310153,"Energia 1474 KJ-351Kcal -
Grassi 1,2g di cui acidi 
grassi saturi 0,3g -
Carboidrati 71g di cui
zuccheri 1,8g - Fibre 4,5g
-Proteine 13,5g -Sale 0,005g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra

Panificabile Superiore",Cereali e Farine
Farina Tipo 0,"La Farina Tipo 0 viene macinata direttamente da noi nel nostro mulino con macine a pietra. è una farina di buona qualità ma meno pregiata e più economica 
rispetto al cinquanta grani.Con un contenuto di crusca ridotto rispetto alla farina integrale, ma ancora ricca di sostanze nutritive, questa farina offre elasticità,
rendendola l’ingrediente ideale per impasti soffici e ben lievitati.Grazie alla sua versatilità, è perfetta per preparare pane, focacce, pizze, pasta fresca e dolci dalla 
consistenza delicata e fragrante. La macinatura a pietra è un metodo antichissimo che permette di lavorare questo prodotto in maniera lenta 
e senza surriscaldarlo, producendo una farina di altissimo pregio a granulometria irregolare, conservando interamente il germe di grano. Questa farina si presenta più 
nutriente, più saporita e molto più digeribile e al suo interno ha una maggior presenza di crusche.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310191,"Energia 1426 KJ-341Kcal -
Grassi 1,0g di cui acidi 
grassi saturi 0,15g -
Carboidrati 76,2g di cui
zuccheri 1,8g - Fibre 2,9g
-Proteine 11g -Sale 0,002g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
Farina Tipo 1,"La Farina Tipo 1 viene macinata direttamente da noi nel nostro mulino con macine in pietra. è una farina di buona qualità ma meno pregiata e più 
economica rispetto al cinquanta grani.Conosciuta anche come semi-integrale, è il perfetto equilibrio tra la ricchezza nutrizionale della farina integrale e la
 lavorabilità delle farine più raffinate. Conserva una maggior quantità di fibre, germe e sali minerali.Grazie alla sua elevata capacità di assorbire i liquidi e alla presenza 
di fibre, questa farina dona agli impasti una consistenza morbida, risultando ideale per la preparazione di pane casereccio, pizze dal gusto più deciso, focacce,
 dolci rustici e pasta fresca. La macinatura a pietra è un metodo antichissimo che permette di lavorare questo prodotto in maniera lenta e senza surriscaldarlo, 
producendo una farina di altissimo pregio a granulometria irregolare, conservando interamente il germe di grano. Questa farina si presenta più nutriente, 
più saporita e molto più digeribile e al suo interno ha una maggior presenza di crusche.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310184,"Energia 1426 KJ-341Kcal -
Grassi 1,0g di cui acidi 
grassi saturi 0,15g -
Carboidrati 76,2g di cui
zuccheri 1,8g - Fibre 4,2g
-Proteine 11g -Sale 0,002g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
Farina Tipo 2,"La Farina Tipo 2 viene macinata direttamente da noi nel nostro mulino con macine in pietra. è una farina di buona qualità ma meno pregiata e più 
economica rispetto al cinquanta grani. Questa farina si ottiene dal 100% del chicco senza scartare nulla, mantenendo così tutto il sapore e il valore nutrizionale 
del frumento. Grazie alla sua struttura più rustica rispetto alla farina tipo 0 offre il perfetto equilibrio tra leggerezza e ricchezza di fibre e minerali.
La macinatura a pietra è un metodo antichissimo che permette di lavorare questo prodotto in maniera lenta e senza surriscaldarlo, producendo una farina di 
altissimo pregio a granulometria irregolare, conservando interamente il germe di grano. Questa farina si presenta più nutriente, più saporita e molto più digeribile 
e al suo interno ha una maggior presenza di crusche.",da 10 a 12 mesi,,12,"Kg / 5 Kg /
 25 Kg",8058301310177,"Energia 1426 KJ-341Kcal -
Grassi 1,0g di cui acidi 
grassi saturi 0,15g -
Carboidrati 76,2g di cui
zuccheri 1,8g - Fibre 5,8g
-Proteine 11g -Sale 0,002g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
Farina Manitoba ,"La Farina Manitoba  viene macinata direttamente da noi nel nostro mulino con macine in pietra. è una farina di grano tenero ad alta proteina,
 proveniente da varietà di frumento selezionate per la loro straordinaria capacità di fortificare gli impasti (detti anche Grani di Forza). la Manitoba è perfetta per
 preparazioni che richiedono un impasto forte e ben sviluppato, come pane ad alta lievitazione, pizza, focaccia, brioche e lievitati dolci. Grazie alla sua capacità
 di trattenere l’umidità, garantisce impasti soffici, ariosi e dal profumo intenso. Inoltre, la sua grande versatilità permette di essere utilizzata anche per migliorare la
struttura di altre farine più deboli, ottimizzando la riuscita di ricette che richiedono un risultato particolarmente soffice e voluminoso.",da 10 a 12 mesi,,12,Kg / 25 Kg,8058301310207,"Energia 1530 KJ-365Kcal -
Grassi 1,5g di cui acidi 
grassi saturi 0,3g -
Carboidrati 75g di cui
zuccheri 1,4g - Fibre 2,0g
-Proteine 14g -Sale 0,02g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
Semola Rimacinata di Grano Duro,,da 10 a 12 mesi,,12,Kg / 25 Kg,,,Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",,Cereali e Farine
"Semola Rimacinata di Grano Duro
varietà antica Senatore Cappelli",,da 10 a 12 mesi,,12,Kg / 25 Kg,,,Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",,Cereali e Farine
"Semola Rimacinata di Grano Duro 
varietà antica Saragolla",,da 10 a 12 mesi,,12,Kg / 25 Kg,,,Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",,Cereali e Farine
"Farro Decorticato in chicchi
varietà antica Dicocco","Il Farro Dicocco Decorticato  è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi. Questa è una varietà di farro antica
 e nutriente, apprezzata da millenni per le sue proprietà benefiche e il suo sapore autentico. Il nostro farro viene decorticato a pietra con un processo 
che rimuove solo la parte esterna più dura, preservando la crusca e il germe del chicco, per mantenere intatti i suoi valori nutrizionali. La sua cottura lenta 
permette di esaltare il suo gusto ricco e rustico, perfetto per piatti come insalate, zuppe, minestre e contorni, ma anche come base per risotti e piatti unici. Il farro 
dicocco è inoltre un’ottima alternativa al riso e alla pasta, offrendo una consistenza croccante e una digeribilità superiore rispetto ad altri cereali.",da 12 a 18 mesi,,12,"500g / 5 Kg / 
25Kgù",8058301310276,"Energia 1400 KJ-335Kcal -
Grassi 2,41g di cui acidi 
grassi saturi 0,4g -
Carboidrati 71g di cui
zuccheri 0,8g - Fibre 14,7g
-Proteine 13,1g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo

Decorticato a Pietra",Cereali e Farine
Farina di Farro,"La Farina di Farro viene macinata direttamente da noi nel nostro mulino. è ottenuta da un’accurata macinazione del farro decorticato, un cereale ricco di proprietà 
nutrizionali e dal gusto distintivo. La macinatura a pietra permette di preservare tutte le qualità naturali del farro, mantenendo intatta la fibra, i minerali e 
le vitamine del chicco, per una farina che conserva il gusto rustico e la struttura ricca tipici di questo antico cereale.Perfetta per chi ama un’alimentazione
sana e gustosa, la Farina di Farro è ideale per la preparazione di pane, focacce, pasta fresca, dolci e biscotti, donando a ogni impasto una consistenza più 
corposa e un sapore unico. Grazie alla sua bassa percentuale di glutine, risulta anche più leggera e digeribile rispetto alle farine tradizionali, 
pur mantenendo una buona lavorabilità.",da 10 a 12 mesi,,12,500g / 25 Kg,8058301310283,"Energia 1400 KJ-335Kcal -
Grassi 2,41g di cui acidi 
grassi saturi 0,4g -
Carboidrati 71g di cui
zuccheri 0,8g - Fibre 14,7g
-Proteine 13,1g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Macinata a Pietra",Cereali e Farine
"Farro Decorticato varietà 
antica Monococco ","Il Farro Monococco Decorticato (o Piccolo Farro)è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi.
è una delle varietà più antiche di farro infatti è ritenuto il primo cereale coltivato dall’uomo intorno al 7500 a.c, coltivata con metodi naturali per preservarne 
le caratteristiche originarie.Il Monococco, noto per essere uno dei cereali più puri e benefici, viene decorticato a pietra con attenzione per mantenere intatta 
la sua ricchezza nutritiva. Questo farro si distingue per il suo gusto delicato, ma ricco di sfumature, e la sua consistenza al dente che lo rende perfetto per 
una varietà di preparazioni. Ricco di fibra, proteine e minerali, il nostro Farro Monococco Decorticato è un’ottima fonte di nutrimento naturale, ideale per piatti
caldi come zuppe, minestre, insalate o contorni. ",da 12 a 18 mesi,,12,"500g / 5 Kg / 
25Kg",8058301310290,"Energia 1400 KJ-335Kcal -
Grassi 2,41g di cui acidi 
grassi saturi 0,4g -
Carboidrati 71g di cui
zuccheri 0,8g - Fibre 14,7g
-Proteine 13,1g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Senza Ammollo

Decorticato a Pietra",Cereali e Farine
Farina di Farro Monococco,"La Farina di Farro Monococco viene macinata direttamente da noi nel nostro mulino. è ottenuta dalla macinazione a pietra del prezioso farro monococco,
 un cereale dalle origini millenarie, che conserva tutta la sua ricchezza di nutrienti grazie a un processo di macinatura naturale. Con il suo gusto delicato e
 rustico, questa farina è ideale per preparare impasti dal sapore ricco e profumato, perfetti per pane, focacce, biscotti e dolci.La Farina di Farro è particolarmente
 adatta a chi cerca un’alimentazione più leggera e facilmente digeribile. Perfetta per ricette che richiedono un impasto morbido ma ben strutturato, dona ai tuoi 
piatti un gusto antico e una consistenza unica.",da 10 a 12 mesi,,12,500g / 25 Kg ,8058301310306,"Energia 1400 KJ-335Kcal -
Grassi 2,41g di cui acidi 
grassi saturi 0,4g -
Carboidrati 71g di cui
zuccheri 0,8g - Fibre 14,7g
-Proteine 13,1g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Macinata a Pietra",Cereali e Farine
"Orzo perlato in chicchi varietà
antica Mondo ","L’Orzo Perlato Varietà Antica Mondo è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi. Questo proviene da una varietà storica di orzo, 
coltivata con metodi naturali che rispettano i ritmi della terra. La perlatura a pietra dell’orzo, che rimuove la parte esterna più dura, rende questo cereale facile da 
cuocere e particolarmente digeribile, mantenendo al contempo intatte le sue proprietà nutritive. Con un gusto delicato e sempre al dente, l’orzo Mondo è perfetto 
per preparare zuppe, minestre, insalate o come contorno, e si presta bene anche come base per piatti caldi e freddi.",da 12 a 18 mesi,,12,"500g / 5Kg /
25Kg",8058301310313,"Energia 1333 KJ-319Kcal -
Grassi 1,22g di cui acidi 
grassi saturi 0,2g -
Carboidrati 75g di cui
zuccheri 0,8g - Fibre 14,2g
-Proteine 10,1g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Perlato a Pietra",Cereali e Farine
Orzo Perlato in chicchi Classico,"L’Orzo Perlato Classico è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi. è un cereale dal gusto delicato e dalla consistenza morbida,
 perfetto per chi cerca un alimento leggero, nutriente e facile da preparare. Perlato a pietra per rimuovere la parte più esterna del chicco, l'orzo conserva al suo interno 
tutte le proprietà benefiche del seme. L'orzo è un alimento naturale e completo, ideale per essere utilizzato in zuppe, minestre, ma anche in insalate, contorni e piatti caldi
o freddi. La sua morbidezza e il suo gusto neutro lo rendono perfetto per essere combinato con altri ingredienti, come legumi, verdure o carne, donando una
consistenza avvolgente e un sapore delicato.",da 12 a 18 mesi,,12,"500g / 5Kg / 
25 Kg",8058301310337,"Energia 1333 KJ-319Kcal -
Grassi 1,22g di cui acidi 
grassi saturi 0,2g -
Carboidrati 75g di cui
zuccheri 0,8g - Fibre 14,2g
-Proteine 10,1g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Perlato a Pietra",Cereali e Farine
